,name,disc,college
401,Introductory Inorganic Chemistry,Chemistry and Biochemistry,IIT Guwahati
402,Basic Organic Chemistry,Chemistry and Biochemistry,IIT Guwahati
403,Organic Chemistry in Biology and Drug Development,Chemistry and Biochemistry,IIT Kharagpur
404,Introduction to Polymer Science,Chemistry and Biochemistry,IIT Kharagpur
405,Solid State Chemistry,Chemistry and Biochemistry,IIT Kanpur
406,"Structure, Stereochemistry and Reactivity of Organic Compounds and Intermediates: A Problem_solving Approach",Chemistry and Biochemistry,IIT Kharagpur
407,Approximate Methods in Quantum Chemistry,Chemistry and Biochemistry,IIT Kharagpur
408,Biological Inorganic Chemistry,Chemistry and Biochemistry,IIT Kharagpur
409,Bioinorganic Chemistry,Chemistry and Biochemistry,IIT Kanpur
410,Principles and applications of enolate alkylation: A unique strategy for construction of C-C (sp3 -sp3) bonds in asymmetric fashion,Chemistry and Biochemistry,IIT Kharagpur
411,Chemistry and Physics of Surfaces and Interfaces,Chemistry and Biochemistry,IIT Kanpur
412,Principles Of Organic Synthesis,Chemistry and Biochemistry,IIT Guwahati
413,Reagents In Organic Synthesis,Chemistry and Biochemistry,IIT Guwahati
414,Thermodynamics: Classical to statistical,Chemistry and Biochemistry,IIT Guwahati
415,BioChemistry I,Chemistry and Biochemistry,IIT Kharagpur
416,Essentials of Biomolecules : Nucleic Acids and Peptides,Chemistry and Biochemistry,IIT Guwahati
417,Organometallic Chemistry,Chemistry and Biochemistry,IIT Bombay
418,Chemical and biological thermodynamics: principles to applications,Chemistry and Biochemistry,IIT Bombay
419,Spectroscopic Techniques for Pharmaceutical and Biopharmaceutical Industries,Chemistry and Biochemistry,IIT Delhi
420,Chemistry of Main Group Elements,Chemistry and Biochemistry,IIT Bombay
421,Introductory Non-Linear Dynamics,Chemistry and Biochemistry,IIT Delhi
422,Transition Metal Organometallic Chemistry: Principles to applications,Chemistry and Biochemistry,IIT Bombay
423,Metal Mediated Synthesis-I,Chemistry and Biochemistry,IIT Bombay
424,Inorganic Chemistry of Life: Principles and Perspectives,Chemistry and Biochemistry,IIT Bombay
425,Symmetry and Group Theory,Chemistry and Biochemistry,IIT Bombay
426,Computational Chemistry and Classical Molecular Dynamics,Chemistry and Biochemistry,IIT Bombay
427,Molecular Spectroscopy: A Physical Chemist's perspective,Chemistry and Biochemistry,IIT Bombay
428,Advanced Transition Metal Organometallic Chemistry,Chemistry and Biochemistry,IIT Bombay
429,Mechanisms in Organic Chemistry,Chemistry and Biochemistry,IIT Bombay
430,Metals In Biology,Chemistry and Biochemistry,IIT Bombay
431,NMR spectroscopy for Chemists and Biologists,Chemistry and Biochemistry,IIT Bombay
432,Advanced Concrete Technology,Civil Engineering,IIT Madras
433,Geomorphology,Civil Engineering,IIT Roorkee
434,Glass in buildings: Design and Application,Civil Engineering,IIT Madras
435,Remote Sensing Essentials,Civil Engineering,IIT Roorkee
436,Glass Processing Technology,Civil Engineering,IIT Madras
437,Visual Semiotics for Visual Communication,Civil Engineering,IIT Kharagpur
438,Earthquake Resistant Design of Foundations,Civil Engineering,IIT Roorkee
439,Sustainable Engineering Concepts And Life Cycle Analysis,Civil Engineering,IIT Kharagpur
440,Geographic Information Systems,Civil Engineering,IIT Roorkee
441,Water and waste water treatment,Civil Engineering,IIT Roorkee
442,Civil Engineering - Building materials and Construction,Civil Engineering,IIT Delhi
443,Integrated Waste Management for a Smart City,Civil Engineering,IIT Kharagpur
444,Rock Engineering,Civil Engineering,IIT Roorkee
445,Environmental Air Pollution,Civil Engineering,IIT Delhi
446,Computational hydraulics,Civil Engineering,IIT Kharagpur
447,Finite Element Method and Computational Structural Dynamics,Civil Engineering,IIT Roorkee
448,Mechanics of Solids,Civil Engineering,IIT Delhi
449,Design of steel structures,Civil Engineering,IIT Kharagpur
450,Sustainable Transportation systems,Civil Engineering,IIT Roorkee
451,Advanced Topics in the Science and Technology of Concrete,Civil Engineering,IIT Madras
452,Infrastructure Planning and Managements,Civil Engineering,IIT Madras
453,Reinforced Concrete Road Bridges,Civil Engineering,IIT Kharagpur
454,Air pollution and Control,Civil Engineering,IIT Roorkee
455,Structural analysis I,Civil Engineering,IIT Kharagpur
456,Soil Mechanics/Geotechnical Engineering I,Civil Engineering,IIT Kharagpur
457,Underground Space Technology,Civil Engineering,IIT Roorkee
458,Electronic Waste Management - Issues And Challenges,Civil Engineering,IIT Kharagpur
459,Environmental Modeling and Simulation,Civil Engineering,IIT Roorkee
460,"Mineral Resources: Geology, Exploration, Economics And Environment",Civil Engineering,IIT Kharagpur
461,Advanced Geomatics Engineering,Civil Engineering,IIT Roorkee
462,Geology and Soil Mechanics,Civil Engineering,IIT Kanpur
463,Introduction to Mineral Processing,Civil Engineering,IIT Kharagpur
464,Pavement Materials (Under Pavement Engineering),Civil Engineering,IIT Roorkee
465,Geometric Design of Highways,Civil Engineering,IIT Roorkee
466,Design of Masonry Structures,Civil Engineering,IIT Madras
467,Earth Sciences For Civil Engineering Part - I & II,Civil Engineering,IIT Kanpur
468,Foundation Engineering,Civil Engineering,IIT Kharagpur
469,Characterization of Construction Materials,Civil Engineering,IIT Madras
470,Theory of Elasticity,Civil Engineering,IIT Kharagpur
471,Introduction to Civil Engineering Profession,Civil Engineering,IIT Madras
472,Fluid Mechanics,Civil Engineering,IIT Bombay
473,Wastewater Treatment and Recycling,Civil Engineering,IIT Kharagpur
474,Maintenance and Repair of Concrete Structures,Civil Engineering,IIT Madras
475,Foundation Engineering,Civil Engineering,IIT Bombay
476,"Fluid Inclusion in Mineral Principles, Methodology, Practice and Application",Civil Engineering,IIT Kharagpur
477,Mechanical Characterization of Bituminous Materials,Civil Engineering,IIT Madras
478,Soil Mechanics,Civil Engineering,IIT Bombay
479,Earth Sciences for Civil Engineering - Part 2,Civil Engineering,IIT Kanpur
480,Matrix Method of Structural Analysis,Civil Engineering,IIT Kharagpur
481,Structural Analysis I,Civil Engineering,IIT Bombay
482,Financing Infrastructure Projects,Civil Engineering,IIT Guwahati
483,"Hydration, Porosity and Strength of Cementitious Materials",Civil Engineering,IIT Kanpur
484,Structural Analysis II,Civil Engineering,IIT Bombay
485,Basic construction materials,Civil Engineering,IIT Madras
486,Transportation Engineering I,Civil Engineering,IIT Bombay
487,Mechanics of Solids,Civil Engineering,IIT Kanpur
488,Plastic Waste Management,Civil Engineering,IIT Kharagpur
489,Principles of Construction Management,Civil Engineering,IIT Kanpur
490,Geotechnical Engineering II Foundation Engineering,Civil Engineering,IIT Kharagpur
491,Foundation Design,Civil Engineering,IIT Kanpur
492,Unsaturated Soil Mechanics,Civil Engineering,IIT Guwahati
493,Structural Reliability,Civil Engineering,IIT Guwahati
494,Introduction to Lean Construction,Civil Engineering,IIT Madras
495,Photogeology In Terrain Evaluation,Civil Engineering,IIT Kanpur
496,Design of connections in steel structures,Civil Engineering,IIT Madras
497,Soil Structure Interaction,Civil Engineering,IIT Kharagpur
498,Photogeology In Terrain Evaluation (Part 2),Civil Engineering,IIT Kanpur
499,Water Supply Engineering,Civil Engineering,IIT Kharagpur
500,Introduction to Accounting and Finance for Civil Engineers,Civil Engineering,IIT Kanpur
501,Geo Spatial Analysis in Urban Planning,Civil Engineering,IIT Kharagpur
502,Hydraulic Engineering,Civil Engineering,IIT Kharagpur
503,Introduction to Multimodal Urban Transportation Systems (MUTS),Civil Engineering,IIT Kharagpur
504,Natural Hazards - Part-1,Civil Engineering,IIT Kanpur
505,Advanced Foundation Engineering,Civil Engineering,IIT Kharagpur
506,Urban Transport Systems Planning,Civil Engineering,IIT Kharagpur
507,Structural Reliability,Civil Engineering,IIT Kharagpur
508,Ground Improvement,Civil Engineering,IIT Kharagpur
509,Remote Sensing of Leaf Area Index and Primary Productivity,Civil Engineering,IIT Kharagpur
510,Rock Mechanics and Tunneling,Civil Engineering,IIT Kharagpur
511,Structural Dynamics for Civil Engineers - SDOF systems,Civil Engineering,IIT Kanpur
512,Retrofitting and Rehabilitation of Civil Infrastructure,Civil Engineering,IIT Kharagpur
513,Geomorphic Processes: Landforms and Landscapes,Civil Engineering,IIT Kanpur
514,Surface Water Hydrology,Civil Engineering,IIT Kharagpur
515,Structural Geology,Civil Engineering,IIT Kanpur
516,Traffic Engineering,Civil Engineering,IIT Kharagpur
517,Bridge Engineering,Civil Engineering,IIT Kharagpur
518,Elastic Stability of Structures,Civil Engineering,IIT Kharagpur
519,Radiogenic Isotope Geology,Civil Engineering,IIT Kharagpur
520,Availability and Management of Groundwater Resources,Civil Engineering,IIT Kharagpur
521,Higher Surveying,Civil Engineering,IIT Guwahati
522,Earthquake Geology:A tool for Seismic Hazard Assessment,Civil Engineering,IIT Kanpur
523,Unsaturated Soil Mechanics,Civil Engineering,IIT Guwahati
524,Geotechnical Earthquake Engineering,Civil Engineering,IIT Bombay
525,Subsurface exploration :importance and techniques involved,Civil Engineering,IIT Guwahati
526,Development and Applications of Special Concretes,Civil Engineering,IIT Kanpur
527,Water Management,Civil Engineering,IIT Delhi
528,"Geoenvironmental Engineering (Environmental Geotechnology): Landfills, Slurry Ponds & Contaminated Sites",Civil Engineering,IIT Delhi
529,Geosynthetics Engineering: In Theory and Practice,Civil Engineering,IIT Bombay
530,Fluid Mechanics,Civil Engineering,IIT Guwahati
531,Introductory Field Structural Geology,Civil Engineering,IIT Kanpur
532,Remote Sensing and GIS,Civil Engineering,IIT Guwahati
533,"Energy Efficiency, Acoustics and daylighting in Building",Civil Engineering,IIT Delhi
534,"Fire Protection, Services and Maintenance Management of Building",Civil Engineering,IIT Delhi
535,River Engineering,Civil Engineering,IIT Guwahati
536,Municipal Solid Waste Management,Civil Engineering,IIT Guwahati
537,Advanced Foundation Engineering,Civil Engineering,IISc Bangalore
538,Construction methods and equipment management,Civil Engineering,IIT Guwahati
539,Applied Elasticity for Engineers,Civil Engineering,IISc Bangalore
540,Advanced Soil Mechanics,Civil Engineering,IIT Guwahati
541,Geotechnical engineering laboratory,Civil Engineering,IIT Bombay
542,Continuum Damage Mechanics,Civil Engineering,IISc Bangalore
543,Plates and Shells,Civil Engineering,IIT Guwahati
544,Geo-informatics in Transportation Engineering,Civil Engineering,IISc Bangalore
545,Optimization methods for Civil engineering,Civil Engineering,IIT Guwahati
546,Geotechnical Earthquake Engineering,Civil Engineering,IISc Bangalore
547,Ground Improvement Techniques,Civil Engineering,IISc Bangalore
548,Introduction to Engineering Seismology,Civil Engineering,IISc Bangalore
549,Engineering Hydrology,Civil Engineering,IIT Guwahati
550,Remote Sensing,Civil Engineering,IISc Bangalore
551,Expansive Soil,Civil Engineering,IIT Guwahati
552,Site Characterisation & Instrumentation,Civil Engineering,IISc Bangalore
553,Stochastic Hydrology,Civil Engineering,IISc Bangalore
554,Stochastic Structural Dynamics,Civil Engineering,IISc Bangalore
555,Water Resources Systems Planning and Management,Civil Engineering,IISc Bangalore
556,Sustainable Materials and Green Buildings,Civil Engineering,IIT Delhi
557,Advanced Hydraulics,Civil Engineering,IIT Roorkee
558,Global Positioning System,Civil Engineering,IIT Roorkee
559,Scheduling Techniques in Projects,Civil Engineering,IIT Delhi
560,Geosynthetics Testing Laboratory,Civil Engineering,IIT Bombay
561,Soil Dynamics,Civil Engineering,IIT Roorkee
562,Urban transportation planning,Civil Engineering,IIT Roorkee
563,Safety in Construction,Civil Engineering,IIT Delhi
564,Advanced Solid Mechanics,Civil Engineering,IIT Madras
565,Advanced Structural Analysis,Civil Engineering,IIT Madras
566,Finite Element Analysis,Civil Engineering,IIT Madras
567,Geosynthetics and Reinforced Soil Structures,Civil Engineering,IIT Madras
568,Modern Construction Materials,Civil Engineering,IIT Madras
569,Rock Engineering,Civil Engineering,IIT Madras
570,Solid & Hazardous Waste Management,Civil Engineering,IIT Madras
571,Urban transportation planning,Civil Engineering,IIT Madras
572,Environmental Geotechnics,Civil Engineering,IIT Bombay
573,Advanced Foundation Engineering,Civil Engineering,IIT Kharagpur
574,Environmental Geomechanics,Civil Engineering,IIT Bombay
575,Geotechnical Engineering - 1,Civil Engineering,IIT Bombay
576,Finite Element Analysis,Civil Engineering,IIT Kharagpur
577,Ground Water Hydrology,Civil Engineering,IIT Kharagpur
578,Numerical Methods in Civil Engineering,Civil Engineering,IIT Kharagpur
579,Probability Methods in Civil Engineering,Civil Engineering,IIT Kharagpur
580,Remote Sensing: Principles and Applications,Civil Engineering,IIT Bombay
581,Wastewater management,Civil Engineering,IIT Kharagpur
582,Dynamics of Structures,Civil Engineering,IIT Bombay
583,Composite Materials,Civil Engineering,IISc Bangalore
584,Microwave Remote Sensing in Hydrology,Civil Engineering,IIT Bombay
585,Advanced Hydrology,Civil Engineering,IIT Kanpur
586,Computational Hydraulics,Civil Engineering,IISc Bangalore
587,Groundwater hydrology and management,Civil Engineering,IIT Bombay
588,Concrete Engineering and Technology,Civil Engineering,IIT Kanpur
589,Rural Water Resources Management,Civil Engineering,IIT Bombay
590,Optimization Methods,Civil Engineering,IISc Bangalore
591,Geotechnical Engineering-II,Civil Engineering,IIT Bombay
592,Reliability Engineering,Civil Engineering,IISc Bangalore
593,Water Resources Systems : Modeling Techniques and Analysis,Civil Engineering,IISc Bangalore
594,Advanced Hydraulics,Civil Engineering,IIT Guwahati
595,Finite Element method for vibration and Stability analyses,Civil Engineering,IISc Bangalore
596,Construction Economics & Finance,Civil Engineering,IIT Guwahati
597,Foundation Engineering,Civil Engineering,IIT Roorkee
598,Geo-environmental Engineering,Civil Engineering,IIT Guwahati
599,Modern Surveying Techniques,Civil Engineering,IIT Roorkee
600,Ground Water Hydrology,Civil Engineering,IIT Guwahati
601,Surveying,Civil Engineering,IIT Roorkee
602,Probability Methods in Civil Engineering,Civil Engineering,IIT Guwahati
603,Transportation Engineering II,Civil Engineering,IIT Roorkee
604,Hydrological Measurements and Analysis of Data,Civil Engineering,IIT Roorkee
605,Concrete Technology,Civil Engineering,IIT Delhi
606,G.I.S in Civil Engineering,Civil Engineering,IIT Delhi
607,Seismic Analysis of Structures,Civil Engineering,IIT Delhi
608,Design of Steel Structures I,Civil Engineering,IIT Madras
609,Design of Steel Structures II,Civil Engineering,IIT Madras
610,Hydraulics,Civil Engineering,IIT Madras
611,Infrastructure Planning and Management,Civil Engineering,IIT Madras
612,Mechanics of solids,Civil Engineering,IIT Madras
613,Pre-stressed Concrete Structures,Civil Engineering,IIT Madras
614,Pre-stressed Concrete Structures,Civil Engineering,IIT Madras
615,Water and Waste Water Engineering,Civil Engineering,IIT Madras
616,Advanced Geotechnical Engineering,Civil Engineering,IIT Bombay
617,Advanced Hydrology,Civil Engineering,IIT Bombay
618,Introduction to Earthquake Engineering,Civil Engineering,IIT Bombay
619,Soil Dynamics,Civil Engineering,IIT Bombay
620,Structural Dynamics,Civil Engineering,IIT Bombay
621,Traffic Engineering & Management,Civil Engineering,IIT Bombay
622,Design of Concrete Structures,Civil Engineering,IIT Kharagpur
623,Design of Reinforced Concrete Structures,Civil Engineering,IIT Kharagpur
624,Watershed Management,Civil Engineering,IIT Bombay
625,Engineering Geology,Civil Engineering,IIT Kharagpur
626,Introduction to Transportation Engineering,Civil Engineering,IIT Kharagpur
627,Introduction to Geographic Information Systems,Civil Engineering,IIT Roorkee
628,Strength of Materials,Civil Engineering,IIT Kharagpur
629,Principles and Applications of Building Science,Civil Engineering,IIT Roorkee
630,Structural Analysis II,Civil Engineering,IIT Kharagpur
